order_id,customer_id,order_date,order_status
15342,3819,2025-02-22,Delivered
15343,1771,2023-11-26,Returned
15344,1514,2025-03-07,Returned
15345,3370,2024-11-07,Delivered
15346,2896,2023-12-13,Delivered
15347,4647,2023-07-12,Delivered
15348,4907,2023-06-14,Returned
15349,1140,2024-11-26,Delivered
15350,3072,2024-12-03,Delivered
15351,4110,2023-02-20,Delivered
15352,2400,2024-10-23,Delivered
15353,4585,2023-10-13,Delivered
15354,34,2023-01-22,Delivered
15355,4790,2024-11-09,Delivered
15356,2123,2024-07-28,Delivered
15357,2481,2024-03-02,Delivered
15358,4357,2025-02-13,Returned
15359,4278,2023-11-15,Delivered
15360,2120,2023-08-04,Delivered
15361,1499,2024-05-11,Delivered
15362,806,2025-02-13,Delivered
15363,3677,2023-09-01,Delivered
15364,585,2024-06-26,Delivered
15365,3412,2023-06-02,Delivered
15366,3975,2024-06-30,Delivered
15367,4220,2025-12-06,Delivered
15368,484,2024-03-09,Delivered
15369,240,2023-05-29,Delivered
15370,986,2025-06-11,Delivered
15371,2751,2024-06-21,Returned
15372,1778,2024-02-15,Delivered
15373,1983,2025-08-09,Delivered
15374,677,2024-12-27,Delivered
15375,1410,2023-01-31,Cancelled
15376,2779,2024-03-30,Delivered
15377,1630,2025-01-28,Delivered
15378,4614,2025-04-25,Delivered
15379,459,2024-07-17,Cancelled
15380,1576,2024-06-12,Delivered
15381,3822,2025-04-09,Delivered
15382,3462,2025-07-11,Delivered
15383,3766,2023-09-17,Delivered
15384,2445,2025-08-16,Delivered
15385,624,2024-04-30,Delivered
15386,2571,2025-04-30,Delivered
15387,4442,2024-03-27,Delivered
15388,735,2023-04-08,Delivered
15389,2552,2023-09-30,Delivered
15390,2504,2025-06-26,Cancelled
15391,2882,2024-04-04,Delivered
15392,2977,2025-01-10,Delivered
15393,4014,2025-03-24,Cancelled
15394,368,2024-07-15,Delivered
15395,2828,2024-04-14,Delivered
15396,600,2023-03-18,Delivered
15397,3734,2025-08-09,Delivered
15398,4193,2023-08-15,Delivered
15399,1960,2023-05-09,Delivered
15400,4457,2023-04-17,Delivered
15401,2272,2023-06-18,Delivered
15402,3332,2023-03-25,Delivered
15403,1105,2024-01-27,Delivered
15404,1885,2024-02-08,Delivered
15405,2460,2023-12-21,Cancelled
15406,2257,2023-03-19,Delivered
15407,3957,2023-01-11,Delivered
15408,4980,2023-02-02,Delivered
15409,3656,2024-02-14,Delivered
15410,1601,2025-01-03,Delivered
15411,2047,2024-02-29,Delivered
15412,3222,2024-10-18,Delivered
15413,4912,2023-01-26,Delivered
15414,273,2025-04-17,Delivered
15415,1145,2025-03-19,Delivered
15416,4903,2025-09-02,Delivered
15417,1467,2024-05-31,Delivered
15418,4750,2024-10-18,Delivered
15419,532,2025-09-21,Delivered
15420,4865,2023-01-12,Delivered
15421,1302,2024-02-04,Delivered
15422,3853,2024-08-18,Delivered
15423,862,2023-01-20,Delivered
15424,3463,2023-03-24,Delivered
15425,372,2024-12-22,Delivered
15426,4570,2025-04-12,Delivered
15427,803,2024-11-18,Delivered
15428,2421,2025-08-04,Delivered
15429,172,2023-07-13,Delivered
15430,3600,2025-03-24,Delivered
15431,1547,2023-04-06,Delivered
15432,3651,2025-09-23,Delivered
15433,1273,2024-09-08,Delivered
15434,1309,2023-02-11,Delivered
15435,4845,2023-09-22,Delivered
15436,2399,2025-04-02,Delivered
15437,604,2024-04-11,Delivered
15438,2330,2023-04-06,Delivered
15439,4217,2025-12-18,Delivered
15440,195,2025-07-07,Delivered
15441,3834,2025-06-14,Delivered
15442,4990,2023-02-23,Delivered
15443,4164,2024-08-13,Delivered
15444,3296,2024-08-26,Delivered
15445,2373,2024-07-03,Delivered
15446,3442,2024-02-25,Delivered
15447,3333,2023-10-30,Delivered
15448,3816,2024-11-25,Delivered
15449,3236,2023-11-19,Delivered
15450,2000,2023-08-01,Delivered
15451,752,2023-08-30,Delivered
15452,303,2025-07-25,Delivered
15453,2010,2025-05-26,Delivered
15454,3483,2023-01-30,Delivered
15455,4058,2024-03-06,Delivered
15456,1377,2024-11-08,Delivered
15457,4907,2023-04-22,Cancelled
15458,809,2025-10-09,Delivered
15459,191,2023-10-29,Delivered
15460,413,2025-02-12,Delivered
15461,4266,2023-05-22,Delivered
15462,1863,2023-02-04,Delivered
15463,4650,2024-06-06,Delivered
15464,3117,2023-02-25,Delivered
15465,3644,2025-06-28,Delivered
15466,3968,2025-10-21,Delivered
15467,578,2023-11-21,Delivered
15468,1960,2023-11-15,Delivered
15469,1204,2024-12-08,Delivered
15470,240,2023-07-01,Delivered
15471,3166,2025-05-03,Delivered
15472,4124,2023-02-06,Delivered
15473,4602,2025-01-05,Delivered
15474,537,2024-04-06,Delivered
15475,3428,2025-01-11,Delivered
15476,4366,2024-07-12,Delivered
15477,4608,2023-08-30,Delivered
15478,575,2024-05-25,Delivered
15479,3399,2025-03-11,Delivered
15480,1759,2023-11-18,Delivered
15481,4408,2023-12-01,Delivered
15482,271,2025-08-11,Returned
15483,4536,2024-02-09,Returned
15484,4312,2024-04-09,Delivered
15485,4730,2024-03-17,Delivered
15486,4874,2024-06-30,Delivered
15487,2437,2024-03-10,Delivered
15488,1520,2025-01-16,Delivered
15489,3234,2023-03-22,Delivered
15490,1933,2025-02-19,Delivered
15491,3955,2024-12-21,Delivered
15492,1300,2024-04-04,Delivered
15493,1546,2025-06-05,Delivered
15494,3088,2024-12-30,Delivered
15495,3094,2025-05-23,Delivered
15496,186,2023-07-22,Delivered
15497,3048,2023-08-28,Cancelled
15498,1200,2024-12-19,Delivered
15499,765,2024-12-29,Delivered
15500,2283,2023-01-03,Delivered
15501,3436,2023-05-23,Delivered
15502,3325,2023-10-22,Returned
15503,3621,2025-09-09,Delivered
15504,1938,2023-03-24,Delivered
15505,1488,2025-12-13,Returned
15506,2543,2025-04-09,Delivered
15507,1492,2023-02-28,Delivered
15508,2905,2025-09-16,Delivered
15509,3401,2024-01-20,Delivered
15510,2477,2023-03-13,Delivered
15511,4892,2024-07-16,Delivered
15512,1451,2025-08-04,Delivered
15513,4644,2025-02-08,Delivered
15514,3755,2024-04-08,Delivered
15515,4284,2023-02-27,Delivered
15516,4865,2024-02-25,Delivered
15517,2069,2024-08-11,Delivered
15518,1062,2023-10-25,Delivered
15519,212,2025-08-21,Delivered
15520,976,2024-09-09,Delivered
15521,1840,2023-07-09,Delivered
15522,2107,2023-07-31,Delivered
15523,1724,2023-01-10,Delivered
15524,2809,2024-02-27,Delivered
15525,824,2024-03-07,Delivered
15526,371,2023-07-13,Delivered
15527,576,2025-12-13,Delivered
15528,1470,2025-12-04,Delivered
15529,4793,2023-03-11,Delivered
15530,1171,2023-10-20,Returned
15531,884,2024-12-26,Delivered
15532,2931,2024-04-10,Delivered
15533,186,2025-04-25,Delivered
15534,4753,2025-03-09,Delivered
15535,3123,2025-12-23,Delivered
15536,751,2023-11-12,Delivered
15537,2333,2024-08-07,Delivered
15538,2322,2023-08-25,Delivered
15539,1899,2025-04-21,Delivered
15540,3716,2025-02-08,Delivered
15541,2112,2023-02-24,Delivered
15542,2913,2024-06-21,Delivered
15543,4854,2023-02-21,Delivered
15544,1991,2023-02-19,Delivered
15545,841,2024-01-04,Delivered
15546,3909,2025-06-16,Delivered
15547,3802,2025-04-11,Delivered
15548,1109,2023-05-30,Delivered
15549,2975,2024-08-24,Delivered
15550,799,2025-08-12,Delivered
15551,2249,2024-04-12,Delivered
15552,4941,2023-02-20,Delivered
15553,4451,2025-06-02,Delivered
15554,4198,2024-09-15,Delivered
15555,3609,2025-05-16,Delivered
15556,4986,2024-09-27,Delivered
15557,2320,2025-06-16,Delivered
15558,4638,2024-01-17,Delivered
15559,3272,2024-03-28,Delivered
15560,2251,2024-06-29,Delivered
15561,4192,2024-08-05,Delivered
15562,4153,2025-06-26,Delivered
15563,4609,2023-07-06,Cancelled
15564,4158,2024-04-19,Delivered
15565,1017,2024-03-22,Delivered
15566,4374,2023-01-10,Delivered
15567,2061,2024-09-13,Delivered
15568,4632,2023-08-08,Delivered
15569,3228,2025-09-14,Delivered
15570,2975,2025-08-05,Delivered
15571,3775,2023-11-21,Delivered
15572,2823,2024-10-19,Delivered
15573,4372,2023-11-04,Delivered
15574,2508,2024-11-04,Delivered
15575,951,2025-10-04,Delivered
15576,2276,2023-12-11,Returned
15577,1988,2024-10-16,Delivered
15578,2048,2025-12-26,Delivered
15579,1472,2024-06-09,Delivered
15580,4581,2025-06-25,Delivered
15581,4363,2024-09-21,Delivered
15582,916,2023-09-01,Delivered
15583,4210,2025-05-18,Delivered
15584,4140,2023-09-10,Returned
15585,4334,2025-08-28,Delivered
15586,2083,2023-07-12,Delivered
15587,2943,2025-12-13,Delivered
15588,4715,2023-01-06,Delivered
15589,1007,2025-04-13,Delivered
15590,3880,2023-07-04,Delivered
15591,756,2023-08-28,Delivered
15592,4872,2023-05-25,Delivered
15593,1787,2024-08-05,Delivered
15594,1702,2024-01-10,Cancelled
15595,2736,2024-05-03,Delivered
15596,1002,2023-06-20,Delivered
15597,1816,2024-03-15,Delivered
15598,2723,2023-09-19,Delivered
15599,3438,2024-01-13,Delivered
15600,1786,2023-12-10,Delivered
15601,2650,2025-07-20,Delivered
15602,434,2023-02-03,Delivered
15603,2192,2023-02-08,Delivered
15604,2521,2023-05-27,Delivered
15605,4808,2023-02-07,Returned
15606,4615,2024-05-12,Delivered
15607,143,2025-08-03,Delivered
15608,4417,2024-11-29,Delivered
15609,4146,2024-11-26,Delivered
15610,197,2024-04-09,Delivered
15611,2348,2023-05-29,Delivered
15612,1748,2023-01-13,Returned
15613,4811,2023-03-06,Delivered
15614,4008,2025-07-29,Delivered
15615,3037,2025-06-22,Delivered
15616,276,2024-09-10,Delivered
15617,1901,2024-10-29,Delivered
15618,2368,2023-09-12,Delivered
15619,2393,2025-06-19,Returned
15620,227,2025-03-01,Delivered
15621,3828,2023-05-11,Delivered
15622,1966,2025-09-15,Delivered
15623,432,2023-05-06,Delivered
15624,3282,2024-03-08,Delivered
15625,3540,2025-08-27,Delivered
15626,780,2025-07-31,Delivered
15627,225,2025-08-21,Delivered
15628,1141,2023-12-15,Delivered
15629,4889,2023-02-16,Delivered
15630,663,2023-11-14,Delivered
15631,1556,2023-01-24,Delivered
15632,697,2023-03-12,Delivered
15633,2809,2024-08-02,Delivered
15634,468,2024-08-21,Delivered
15635,1731,2023-03-23,Delivered
15636,556,2025-04-24,Returned
15637,2760,2025-06-20,Delivered
15638,202,2024-11-28,Delivered
15639,1139,2023-01-11,Delivered
15640,40,2023-04-24,Delivered
15641,2141,2023-09-16,Delivered
15642,406,2024-08-29,Returned
15643,4264,2023-12-27,Delivered
15644,4098,2024-08-19,Delivered
15645,2190,2023-04-24,Returned
15646,3459,2025-08-01,Delivered
15647,1374,2023-08-13,Delivered
15648,2809,2025-07-09,Delivered
15649,1894,2023-07-28,Delivered
15650,620,2023-07-17,Delivered
15651,3058,2025-10-10,Delivered
15652,3930,2025-10-11,Cancelled
15653,3080,2025-01-10,Delivered
15654,3083,2025-12-04,Delivered
15655,1891,2023-07-29,Delivered
15656,2689,2023-03-15,Delivered
15657,4514,2023-03-19,Returned
15658,3033,2025-08-18,Delivered
15659,3275,2025-03-03,Delivered
15660,3776,2024-11-21,Delivered
15661,3297,2024-09-03,Delivered
15662,1601,2025-07-12,Delivered
15663,1008,2023-05-03,Delivered
15664,4949,2024-07-24,Delivered
15665,4150,2025-04-25,Delivered
15666,962,2025-01-25,Delivered
15667,4949,2023-03-25,Delivered
15668,1022,2025-07-03,Delivered
15669,2308,2025-07-06,Delivered
15670,854,2025-03-25,Delivered
15671,906,2023-05-10,Delivered
15672,2272,2025-06-06,Delivered
15673,4351,2024-11-08,Delivered
15674,2050,2023-01-26,Delivered
15675,3761,2024-08-07,Delivered
15676,3562,2025-05-05,Delivered
15677,4951,2024-06-26,Returned
15678,1952,2023-10-07,Delivered
15679,4912,2024-06-08,Returned
15680,2515,2023-09-18,Delivered
15681,721,2025-02-03,Delivered
15682,1584,2025-01-24,Delivered
15683,3526,2024-12-31,Delivered
15684,3580,2024-08-18,Delivered
15685,2407,2023-02-02,Delivered
15686,3318,2023-08-05,Delivered
15687,1985,2025-04-08,Delivered
15688,1322,2024-07-28,Returned
15689,3551,2025-09-17,Delivered
15690,4932,2023-03-07,Delivered
15691,2536,2023-09-14,Delivered
15692,4240,2025-01-07,Delivered
15693,2745,2024-03-07,Delivered
15694,426,2025-08-27,Returned
15695,2765,2025-05-16,Delivered
15696,1396,2024-12-28,Returned
15697,904,2023-10-21,Delivered
15698,3400,2024-09-24,Delivered
15699,3342,2023-11-26,Delivered
15700,4894,2024-07-23,Delivered
15701,3723,2025-03-22,Delivered
15702,967,2025-12-29,Delivered
15703,4718,2023-10-17,Delivered
15704,1514,2025-03-20,Delivered
15705,1646,2023-05-23,Returned
15706,2017,2024-07-27,Delivered
15707,11,2025-05-17,Delivered
15708,159,2023-02-04,Delivered
15709,4620,2023-04-08,Delivered
15710,4526,2023-12-20,Delivered
15711,4176,2024-08-12,Delivered
15712,1775,2023-08-20,Delivered
15713,2477,2023-06-07,Delivered
15714,3071,2024-01-15,Delivered
15715,4230,2023-02-25,Delivered
15716,1820,2024-04-29,Delivered
15717,372,2025-06-15,Delivered
15718,3856,2025-09-22,Returned
15719,3645,2024-09-26,Delivered
15720,3580,2025-09-12,Delivered
15721,4119,2024-06-05,Delivered
15722,3770,2025-10-01,Delivered
15723,4784,2025-12-20,Delivered
15724,1650,2025-03-15,Delivered
15725,2139,2023-11-11,Delivered
15726,1635,2025-03-04,Delivered
15727,1032,2025-08-13,Returned
15728,4995,2023-12-26,Delivered
15729,3279,2025-07-11,Delivered
15730,268,2024-04-03,Delivered
15731,3558,2023-07-31,Delivered
15732,1704,2025-03-19,Delivered
15733,3817,2023-03-27,Delivered
15734,4880,2023-10-14,Delivered
15735,720,2023-03-12,Delivered
15736,234,2023-08-23,Delivered
15737,1580,2024-03-30,Delivered
15738,3835,2023-11-16,Delivered
15739,4988,2024-06-22,Delivered
15740,1088,2023-04-13,Delivered
15741,1417,2023-03-09,Returned
15742,2393,2023-02-16,Delivered
15743,1311,2025-12-28,Delivered
15744,101,2023-01-27,Delivered
15745,1394,2023-07-11,Delivered
15746,2005,2024-01-22,Delivered
15747,3542,2025-09-13,Delivered
15748,233,2024-10-26,Delivered
15749,3042,2023-03-30,Delivered
15750,3292,2025-01-10,Delivered
15751,383,2025-05-01,Delivered
15752,545,2023-02-14,Delivered
15753,2672,2023-03-03,Delivered
15754,2987,2024-10-15,Delivered
15755,351,2024-10-02,Cancelled
15756,3206,2023-07-16,Delivered
15757,3531,2025-03-19,Delivered
15758,4975,2025-11-18,Delivered
15759,1451,2024-10-24,Delivered
15760,2614,2025-09-03,Delivered
15761,4094,2023-10-05,Delivered
15762,3325,2024-01-07,Delivered
15763,3842,2023-06-06,Delivered
15764,2958,2025-10-29,Delivered
15765,4204,2024-01-01,Delivered
15766,877,2024-04-10,Delivered
15767,1114,2024-11-16,Delivered
15768,3138,2023-04-27,Delivered
15769,2292,2024-05-09,Delivered
15770,1577,2025-04-09,Delivered
15771,2547,2024-10-05,Delivered
15772,1186,2025-01-03,Delivered
15773,532,2025-07-30,Cancelled
15774,2425,2024-11-02,Delivered
15775,10,2023-08-08,Delivered
15776,3815,2023-05-22,Delivered
15777,704,2025-11-15,Delivered
15778,3565,2024-06-28,Delivered
15779,3781,2024-03-25,Delivered
15780,4838,2024-04-28,Cancelled
15781,2791,2025-06-26,Delivered
15782,371,2025-08-11,Delivered
15783,3049,2025-12-18,Delivered
15784,1120,2025-08-16,Delivered
15785,3833,2024-02-08,Delivered
15786,855,2025-10-04,Delivered
15787,2050,2025-04-15,Delivered
15788,764,2023-11-24,Delivered
15789,1611,2025-11-05,Delivered
15790,175,2023-08-20,Delivered
15791,432,2024-04-26,Delivered
15792,200,2025-09-24,Delivered
15793,3023,2025-03-22,Returned
15794,2245,2025-02-03,Delivered
15795,3068,2025-10-03,Cancelled
15796,2588,2024-08-24,Delivered
15797,3535,2024-10-26,Delivered
15798,2704,2024-11-09,Delivered
15799,4083,2025-08-03,Delivered
15800,896,2023-06-20,Delivered
15801,2742,2025-08-16,Delivered
15802,2932,2024-12-28,Delivered
15803,1479,2025-10-11,Delivered
15804,4247,2023-04-29,Delivered
15805,3921,2025-09-06,Delivered
15806,868,2023-12-31,Delivered
15807,3675,2023-12-10,Delivered
15808,2416,2025-10-06,Delivered
15809,1574,2024-06-05,Delivered
15810,4560,2024-01-27,Delivered
15811,2788,2023-07-20,Delivered
15812,4106,2023-02-18,Delivered
15813,3140,2024-06-16,Delivered
15814,4673,2023-11-15,Delivered
15815,4260,2025-03-27,Delivered
15816,4505,2024-12-07,Delivered
15817,3354,2025-09-16,Delivered
15818,682,2025-04-05,Returned
15819,4369,2025-05-05,Delivered
15820,4770,2024-03-04,Delivered
15821,3558,2025-09-13,Delivered
15822,1846,2024-12-16,Delivered
15823,2220,2024-04-05,Delivered
15824,3227,2025-04-03,Delivered
15825,1395,2025-12-28,Delivered
15826,1122,2023-07-03,Returned
15827,4802,2023-07-12,Delivered
15828,1294,2025-10-28,Delivered
15829,1640,2023-10-22,Delivered
15830,1028,2025-02-24,Delivered
15831,4318,2024-10-09,Delivered
15832,2983,2025-02-03,Delivered
15833,1910,2023-09-11,Delivered
15834,1882,2025-11-26,Delivered
15835,194,2024-04-23,Delivered
15836,1859,2023-02-01,Delivered
15837,4956,2024-05-16,Delivered
15838,4424,2023-11-17,Cancelled
15839,4767,2023-06-13,Delivered
15840,4200,2023-04-07,Delivered
15841,54,2024-06-09,Returned
15842,2488,2025-03-01,Delivered
15843,1526,2024-12-11,Returned
15844,4732,2025-12-06,Returned
15845,4680,2024-05-28,Delivered
15846,741,2025-11-01,Delivered
15847,677,2024-01-24,Delivered
15848,1448,2025-01-28,Delivered
15849,21,2025-05-15,Delivered
15850,3653,2025-06-07,Delivered
15851,3772,2025-04-28,Delivered
15852,2263,2025-11-06,Delivered
15853,780,2023-06-27,Delivered
15854,4887,2023-06-13,Delivered
15855,4940,2023-08-12,Delivered
15856,3363,2023-04-03,Delivered
15857,3566,2024-04-10,Delivered
15858,1839,2023-03-27,Delivered
15859,1266,2024-10-21,Cancelled
15860,3885,2023-12-25,Delivered
15861,234,2025-01-17,Delivered
15862,4573,2023-07-25,Delivered
15863,2838,2023-03-20,Delivered
15864,834,2025-11-10,Delivered
15865,2720,2025-10-10,Delivered
15866,3161,2025-06-09,Delivered
15867,3063,2024-11-01,Delivered
15868,2132,2023-04-15,Delivered
15869,1348,2025-03-01,Returned
15870,758,2023-08-23,Cancelled
15871,391,2025-11-21,Returned
15872,919,2025-08-24,Delivered
15873,472,2023-06-26,Delivered
15874,3112,2024-08-18,Delivered
15875,3936,2023-12-21,Delivered
15876,2668,2025-10-01,Delivered
15877,661,2025-07-25,Delivered
15878,2045,2025-11-18,Delivered
15879,861,2024-12-04,Delivered
15880,854,2025-03-16,Delivered
15881,3675,2024-08-07,Delivered
15882,2027,2025-05-15,Delivered
15883,592,2023-10-15,Cancelled
15884,1813,2024-07-28,Delivered
15885,2475,2023-03-23,Delivered
15886,1806,2023-11-25,Delivered
15887,4645,2024-01-11,Delivered
15888,1312,2025-07-10,Delivered
15889,3825,2023-02-01,Delivered
15890,2485,2024-10-29,Delivered
15891,2529,2023-01-26,Delivered
15892,4706,2024-05-23,Delivered
15893,339,2024-11-06,Delivered
15894,1373,2023-07-23,Delivered
15895,4188,2024-02-13,Delivered
15896,3363,2024-06-26,Delivered
15897,3563,2025-01-18,Cancelled
15898,413,2023-04-26,Delivered
15899,4365,2024-04-08,Delivered
15900,2209,2024-06-24,Delivered
15901,646,2025-04-28,Delivered
15902,1459,2024-10-16,Delivered
15903,854,2023-11-05,Delivered
15904,2762,2025-02-17,Delivered
15905,4570,2024-07-29,Returned
15906,1677,2025-09-25,Delivered
15907,3895,2025-10-16,Delivered
15908,1912,2025-08-11,Delivered
15909,2574,2024-07-26,Delivered
15910,1202,2023-04-29,Returned
15911,2005,2023-11-24,Delivered
15912,4526,2024-03-02,Returned
15913,826,2023-02-09,Delivered
15914,57,2024-08-08,Returned
15915,4134,2023-01-27,Delivered
15916,4786,2023-06-22,Delivered
15917,2331,2025-05-25,Delivered
15918,2389,2025-07-19,Delivered
15919,3704,2024-05-11,Delivered
15920,18,2024-12-04,Returned
15921,2711,2024-08-03,Delivered
15922,1915,2024-11-26,Delivered
15923,4790,2024-06-09,Delivered
15924,1087,2025-01-13,Delivered
15925,2718,2023-11-01,Delivered
15926,1407,2024-08-16,Delivered
15927,1181,2023-09-08,Delivered
15928,3327,2023-11-19,Delivered
15929,4016,2024-04-16,Delivered
15930,2892,2023-07-11,Delivered
15931,1550,2025-08-25,Delivered
15932,2020,2025-01-19,Delivered
15933,1808,2025-02-27,Delivered
15934,1554,2023-11-03,Delivered
15935,3004,2024-03-23,Delivered
15936,2722,2025-11-06,Delivered
15937,1627,2025-08-19,Delivered
15938,4561,2024-06-17,Delivered
15939,3443,2025-03-21,Delivered
15940,536,2023-03-15,Delivered
15941,3,2024-10-17,Delivered
15942,4456,2024-04-29,Delivered
15943,2928,2024-12-29,Delivered
15944,1368,2023-01-10,Delivered
15945,1736,2024-03-18,Delivered
15946,4226,2024-04-01,Delivered
15947,4654,2025-07-20,Delivered
15948,107,2024-07-15,Cancelled
15949,4898,2025-09-29,Delivered
15950,2943,2025-02-17,Delivered
15951,2819,2024-12-30,Delivered
15952,2806,2024-01-07,Delivered
15953,3042,2023-11-22,Delivered
15954,4122,2023-06-28,Delivered
15955,1431,2023-02-22,Delivered
15956,1434,2024-01-14,Delivered
15957,2623,2024-05-21,Delivered
15958,1035,2023-02-22,Delivered
15959,2920,2023-04-05,Delivered
15960,3100,2025-08-12,Delivered
15961,2700,2024-02-04,Delivered
15962,1547,2025-02-22,Delivered
15963,188,2023-04-06,Delivered
15964,2676,2024-10-26,Delivered
15965,3461,2023-07-16,Delivered
15966,1707,2025-07-18,Delivered
15967,4059,2023-06-03,Delivered
15968,3519,2024-02-09,Delivered
15969,2191,2024-10-13,Delivered
15970,1560,2025-12-26,Delivered
15971,977,2025-10-02,Delivered
15972,4744,2024-07-20,Delivered
15973,2498,2024-03-10,Delivered
15974,4558,2025-01-21,Delivered
15975,2611,2024-07-26,Delivered
15976,1230,2024-07-20,Delivered
15977,209,2023-09-07,Delivered
15978,4344,2023-04-26,Delivered
15979,4430,2024-11-10,Delivered
15980,4208,2025-06-28,Delivered
15981,3147,2023-08-14,Delivered
15982,2382,2025-01-16,Delivered
15983,2427,2023-02-04,Delivered
15984,658,2025-12-16,Delivered
15985,4375,2025-11-25,Delivered
15986,4099,2023-01-08,Delivered
15987,3349,2023-10-31,Delivered
15988,2851,2024-06-11,Delivered
15989,1810,2025-01-14,Delivered
15990,358,2024-07-07,Delivered
15991,270,2024-02-24,Delivered
15992,1738,2024-12-21,Delivered
15993,2487,2025-08-18,Delivered
15994,3565,2023-10-06,Delivered
15995,3079,2025-04-26,Delivered
15996,2759,2025-01-30,Delivered
15997,2575,2023-07-18,Delivered
15998,4803,2024-01-25,Delivered
15999,375,2023-12-23,Delivered
16000,4382,2023-07-22,Delivered
16001,4546,2023-01-06,Delivered
16002,278,2023-01-19,Delivered
16003,3415,2025-07-01,Delivered
16004,4157,2023-12-23,Delivered
16005,3021,2024-02-25,Delivered
16006,3245,2024-04-15,Delivered
16007,863,2024-06-14,Returned
16008,1672,2023-04-03,Delivered
16009,1513,2025-05-09,Delivered
16010,1723,2024-07-06,Delivered
16011,1143,2024-05-21,Delivered
16012,2822,2025-08-08,Delivered
16013,2048,2023-04-03,Returned
16014,3448,2023-05-06,Delivered
16015,3084,2024-06-18,Delivered
16016,2087,2024-07-08,Delivered
16017,1440,2025-12-01,Delivered
16018,3496,2024-03-26,Delivered
16019,3697,2025-10-05,Delivered
16020,4266,2023-08-02,Delivered
16021,3737,2023-06-02,Delivered
16022,1497,2023-10-19,Delivered
16023,3760,2023-11-01,Delivered
16024,4052,2025-08-25,Delivered
16025,2341,2024-09-22,Delivered
16026,1577,2023-03-16,Cancelled
16027,4080,2023-11-04,Delivered
16028,4281,2023-10-12,Delivered
16029,3754,2024-05-08,Delivered
16030,4074,2025-08-28,Delivered
16031,422,2025-04-19,Delivered
16032,3081,2025-02-27,Delivered
16033,1103,2023-05-12,Delivered
16034,4899,2023-06-23,Delivered
16035,2380,2023-04-28,Delivered
16036,3745,2024-11-15,Delivered
16037,399,2025-08-15,Delivered
16038,49,2025-07-22,Delivered
16039,4447,2025-12-19,Delivered
16040,760,2025-12-03,Cancelled
16041,2486,2024-11-15,Delivered
16042,3824,2023-08-19,Delivered
16043,1501,2024-08-06,Delivered
16044,3625,2025-12-06,Delivered
16045,4204,2025-06-01,Delivered
16046,1905,2024-10-15,Delivered
16047,932,2024-05-12,Cancelled
16048,2705,2024-03-22,Delivered
16049,495,2024-10-01,Delivered
16050,4087,2024-11-13,Cancelled
16051,1740,2025-05-14,Delivered
16052,1094,2023-06-21,Delivered
16053,4239,2024-06-22,Delivered
16054,2893,2025-10-29,Delivered
16055,2557,2024-08-27,Delivered
16056,3974,2025-04-08,Returned
16057,4234,2025-03-20,Delivered
16058,1330,2024-10-12,Delivered
16059,2905,2023-10-23,Delivered
16060,1263,2025-12-24,Delivered
16061,401,2025-03-31,Delivered
16062,3150,2023-12-03,Delivered
16063,1639,2023-12-02,Delivered
16064,1340,2023-07-11,Delivered
16065,3340,2023-12-09,Delivered
16066,4796,2023-06-20,Delivered
16067,4116,2023-07-03,Delivered
16068,713,2025-01-10,Delivered
16069,1639,2024-11-03,Delivered
16070,2162,2023-01-12,Delivered
16071,1752,2025-10-31,Delivered
16072,3525,2023-01-03,Delivered
16073,3432,2025-04-24,Delivered
16074,2326,2023-11-01,Delivered
16075,1777,2025-03-15,Delivered
16076,74,2025-05-12,Delivered
16077,2122,2025-04-24,Delivered
16078,3323,2025-07-22,Delivered
16079,1221,2023-10-22,Delivered
16080,4536,2024-10-21,Delivered
16081,2989,2023-07-10,Delivered
16082,3834,2024-06-11,Delivered
16083,1134,2023-11-02,Delivered
16084,3196,2023-09-08,Delivered
16085,3317,2025-10-05,Delivered
16086,4575,2025-06-15,Delivered
16087,3903,2025-07-16,Cancelled
16088,836,2025-12-04,Delivered
16089,3343,2025-02-25,Delivered
16090,1682,2024-10-26,Delivered
16091,318,2023-05-06,Delivered
16092,1506,2023-07-29,Delivered
16093,2879,2025-09-13,Delivered
16094,1721,2023-02-24,Delivered
16095,579,2025-02-28,Delivered
16096,3310,2023-08-02,Delivered
16097,1749,2023-08-22,Cancelled
16098,1456,2023-07-11,Delivered
16099,2513,2025-09-11,Delivered
16100,4481,2024-05-15,Delivered
16101,2891,2024-02-19,Delivered
16102,977,2023-10-05,Delivered
16103,3119,2025-04-07,Delivered
16104,1860,2023-08-18,Cancelled
16105,2272,2025-03-04,Delivered
16106,4211,2023-09-14,Delivered
16107,2153,2023-03-05,Delivered
16108,445,2024-08-06,Delivered
16109,4281,2023-05-02,Delivered
16110,4799,2024-05-27,Delivered
16111,3434,2024-03-31,Delivered
16112,2015,2023-11-26,Delivered
16113,3384,2024-04-29,Delivered
16114,2636,2024-08-24,Delivered
16115,2218,2025-10-10,Returned
16116,3890,2024-10-30,Delivered
16117,2006,2023-10-26,Delivered
16118,1503,2024-03-31,Delivered
16119,2072,2024-12-02,Delivered
16120,2529,2024-11-07,Delivered
16121,3352,2025-03-15,Delivered
16122,3954,2024-06-18,Delivered
16123,2280,2024-08-02,Delivered
16124,3448,2023-04-10,Returned
16125,250,2023-05-20,Delivered
16126,3776,2023-04-28,Delivered
