return_id,order_id,return_reason
1204,15237,Damaged
1205,15238,Damaged
1206,15267,Wrong Item
1207,15268,Late Delivery
1208,15279,Damaged
1209,15290,Quality Issue
1210,15309,Late Delivery
1211,15313,Damaged
1212,15333,Late Delivery
1213,15343,Wrong Item
1214,15344,Quality Issue
1215,15348,Late Delivery
1216,15358,Quality Issue
1217,15371,Wrong Item
1218,15482,Damaged
1219,15483,Wrong Item
1220,15502,Late Delivery
1221,15505,Wrong Item
1222,15530,Late Delivery
1223,15576,Late Delivery
1224,15584,Wrong Item
1225,15605,Wrong Item
1226,15612,Damaged
1227,15619,Wrong Item
1228,15636,Late Delivery
1229,15642,Damaged
1230,15645,Damaged
1231,15657,Wrong Item
1232,15677,Late Delivery
1233,15679,Late Delivery
1234,15688,Quality Issue
1235,15694,Quality Issue
1236,15696,Damaged
1237,15705,Late Delivery
1238,15718,Damaged
1239,15727,Late Delivery
1240,15741,Late Delivery
1241,15793,Damaged
1242,15818,Wrong Item
1243,15826,Damaged
1244,15841,Wrong Item
1245,15843,Wrong Item
1246,15844,Quality Issue
1247,15869,Quality Issue
1248,15871,Quality Issue
1249,15905,Damaged
1250,15910,Wrong Item
1251,15912,Late Delivery
1252,15914,Late Delivery
1253,15920,Late Delivery
1254,16007,Wrong Item
1255,16013,Damaged
1256,16056,Wrong Item
1257,16115,Quality Issue
1258,16124,Late Delivery
1259,16143,Wrong Item
1260,16159,Quality Issue
1261,16191,Late Delivery
1262,16196,Damaged
1263,16208,Wrong Item
1264,16229,Wrong Item
1265,16231,Wrong Item
1266,16238,Wrong Item
1267,16246,Quality Issue
1268,16253,Wrong Item
1269,16262,Quality Issue
1270,16277,Damaged
1271,16283,Damaged
1272,16292,Late Delivery
1273,16294,Wrong Item
1274,16303,Damaged
1275,16312,Late Delivery
1276,16334,Damaged
1277,16349,Late Delivery
1278,16351,Wrong Item
1279,16357,Damaged
1280,16361,Late Delivery
1281,16369,Late Delivery
1282,16400,Damaged
1283,16405,Wrong Item
1284,16406,Damaged
1285,16443,Quality Issue
1286,16454,Damaged
1287,16474,Damaged
1288,16480,Quality Issue
1289,16505,Late Delivery
1290,16528,Late Delivery
1291,16529,Wrong Item
1292,16543,Quality Issue
1293,16555,Damaged
1294,16566,Late Delivery
1295,16568,Late Delivery
1296,16571,Wrong Item
1297,16579,Damaged
1298,16583,Quality Issue
1299,16585,Quality Issue
1300,16588,Damaged
1301,16596,Damaged
1302,16617,Late Delivery
1303,16618,Damaged
1304,16628,Damaged
1305,16653,Wrong Item
1306,16663,Late Delivery
1307,16666,Late Delivery
1308,16673,Damaged
1309,16684,Damaged
1310,16704,Damaged
1311,16742,Quality Issue
1312,16745,Late Delivery
1313,16760,Damaged
1314,16790,Wrong Item
1315,16794,Damaged
1316,16805,Late Delivery
1317,16806,Late Delivery
1318,16826,Late Delivery
1319,16838,Wrong Item
1320,16842,Damaged
1321,16843,Wrong Item
1322,16855,Wrong Item
1323,16856,Damaged
1324,16859,Late Delivery
1325,16867,Late Delivery
1326,16904,Quality Issue
1327,16941,Damaged
1328,16950,Late Delivery
1329,16957,Quality Issue
1330,16964,Quality Issue
1331,16966,Quality Issue
1332,16969,Late Delivery
1333,16978,Late Delivery
1334,16980,Late Delivery
1335,17007,Damaged
1336,17020,Quality Issue
1337,17025,Wrong Item
1338,17041,Wrong Item
1339,17047,Damaged
1340,17059,Wrong Item
1341,17085,Late Delivery
1342,17093,Quality Issue
1343,17099,Wrong Item
1344,17101,Quality Issue
1345,17131,Quality Issue
1346,17166,Wrong Item
1347,17182,Quality Issue
1348,17184,Wrong Item
1349,17200,Late Delivery
1350,17223,Late Delivery
1351,17225,Wrong Item
1352,17245,Late Delivery
1353,17252,Quality Issue
1354,17262,Damaged
1355,17284,Quality Issue
1356,17286,Wrong Item
1357,17295,Late Delivery
1358,17335,Wrong Item
1359,17370,Wrong Item
1360,17383,Damaged
1361,17384,Quality Issue
1362,17387,Quality Issue
1363,17391,Quality Issue
1364,17411,Late Delivery
1365,17439,Wrong Item
1366,17448,Quality Issue
1367,17467,Damaged
1368,17469,Late Delivery
1369,17477,Quality Issue
1370,17526,Damaged
1371,17530,Damaged
1372,17541,Late Delivery
1373,17555,Damaged
1374,17587,Late Delivery
1375,17588,Late Delivery
1376,17616,Damaged
1377,17640,Wrong Item
1378,17656,Wrong Item
1379,17703,Late Delivery
1380,17739,Quality Issue
1381,17755,Wrong Item
1382,17757,Late Delivery
1383,17769,Quality Issue
1384,17815,Damaged
1385,17827,Late Delivery
1386,17831,Quality Issue
1387,17834,Damaged
1388,17849,Wrong Item
1389,17853,Late Delivery
1390,17856,Quality Issue
1391,17882,Damaged
1392,17884,Quality Issue
1393,17894,Wrong Item
1394,17900,Quality Issue
1395,17904,Wrong Item
1396,17950,Wrong Item
1397,17951,Damaged
1398,17955,Wrong Item
1399,17959,Quality Issue
1400,17967,Damaged
1401,17980,Wrong Item
1402,17995,Wrong Item
1403,18011,Damaged
1404,18020,Quality Issue
1405,18026,Wrong Item
1406,18045,Late Delivery
1407,18058,Damaged
1408,18064,Late Delivery
1409,18067,Late Delivery
1410,18097,Wrong Item
1411,18111,Damaged
1412,18122,Late Delivery
1413,18123,Wrong Item
1414,18134,Quality Issue
1415,18137,Late Delivery
1416,18147,Damaged
1417,18155,Wrong Item
1418,18157,Quality Issue
1419,18164,Late Delivery
1420,18200,Damaged
1421,18204,Late Delivery
1422,18211,Late Delivery
1423,18212,Wrong Item
1424,18223,Wrong Item
1425,18233,Quality Issue
1426,18235,Wrong Item
1427,18264,Damaged
1428,18271,Quality Issue
1429,18272,Quality Issue
1430,18286,Wrong Item
1431,18293,Late Delivery
1432,18297,Late Delivery
1433,18310,Quality Issue
1434,18312,Damaged
1435,18313,Quality Issue
1436,18321,Quality Issue
1437,18328,Quality Issue
1438,18333,Quality Issue
1439,18337,Late Delivery
1440,18344,Damaged
1441,18349,Wrong Item
1442,18384,Late Delivery
1443,18389,Late Delivery
1444,18390,Damaged
1445,18391,Quality Issue
1446,18399,Wrong Item
1447,18417,Quality Issue
1448,18436,Damaged
1449,18438,Damaged
1450,18439,Late Delivery
1451,18459,Late Delivery
1452,18463,Wrong Item
1453,18470,Quality Issue
1454,18477,Late Delivery
1455,18499,Damaged
1456,18509,Quality Issue
1457,18528,Wrong Item
1458,18540,Wrong Item
1459,18549,Late Delivery
1460,18567,Late Delivery
1461,18568,Wrong Item
1462,18576,Wrong Item
1463,18581,Quality Issue
1464,18594,Damaged
1465,18610,Wrong Item
1466,18616,Late Delivery
1467,18640,Wrong Item
1468,18642,Damaged
1469,18656,Late Delivery
1470,18666,Quality Issue
1471,18669,Late Delivery
1472,18671,Late Delivery
1473,18673,Damaged
1474,18709,Damaged
1475,18711,Quality Issue
1476,18712,Late Delivery
1477,18719,Late Delivery
1478,18740,Damaged
1479,18744,Quality Issue
1480,18763,Wrong Item
1481,18769,Wrong Item
1482,18772,Wrong Item
1483,18779,Damaged
1484,18781,Late Delivery
1485,18790,Wrong Item
1486,18798,Wrong Item
1487,18809,Late Delivery
1488,18821,Late Delivery
1489,18823,Wrong Item
1490,18845,Quality Issue
1491,18846,Damaged
1492,18868,Late Delivery
1493,18869,Damaged
1494,18890,Quality Issue
1495,18891,Late Delivery
1496,18939,Damaged
1497,18942,Wrong Item
1498,18963,Damaged
1499,18965,Late Delivery
1500,18973,Wrong Item
1501,18987,Late Delivery
1502,18990,Wrong Item
1503,19013,Wrong Item
1504,19024,Quality Issue
1505,19037,Wrong Item
1506,19050,Damaged
1507,19074,Damaged
1508,19085,Damaged
1509,19087,Wrong Item
1510,19097,Wrong Item
1511,19120,Wrong Item
1512,19133,Quality Issue
1513,19142,Damaged
1514,19166,Wrong Item
1515,19179,Late Delivery
1516,19191,Wrong Item
1517,19201,Wrong Item
1518,19229,Damaged
1519,19245,Quality Issue
1520,19246,Wrong Item
1521,19269,Late Delivery
1522,19272,Damaged
1523,19274,Damaged
1524,19281,Wrong Item
1525,19300,Wrong Item
1526,19308,Wrong Item
1527,19316,Damaged
1528,19329,Damaged
1529,19333,Quality Issue
1530,19343,Late Delivery
1531,19364,Damaged
1532,19404,Wrong Item
1533,19434,Quality Issue
1534,19438,Wrong Item
1535,19463,Wrong Item
1536,19484,Damaged
1537,19487,Wrong Item
1538,19497,Late Delivery
1539,19510,Wrong Item
1540,19525,Damaged
1541,19531,Wrong Item
1542,19533,Damaged
1543,19544,Wrong Item
1544,19576,Quality Issue
1545,19588,Late Delivery
1546,19605,Wrong Item
1547,19650,Late Delivery
1548,19660,Wrong Item
1549,19675,Wrong Item
1550,19702,Late Delivery
1551,19709,Wrong Item
1552,19716,Damaged
1553,19721,Quality Issue
1554,19736,Quality Issue
1555,19739,Late Delivery
1556,19746,Wrong Item
1557,19795,Quality Issue
1558,19828,Late Delivery
1559,19854,Late Delivery
1560,19864,Damaged
1561,19869,Quality Issue
1562,19886,Quality Issue
1563,19907,Wrong Item
1564,19910,Wrong Item
1565,19915,Damaged
1566,19921,Quality Issue
1567,19939,Late Delivery
1568,19947,Quality Issue
1569,19987,Late Delivery
1570,20010,Wrong Item
1571,20012,Quality Issue
1572,20030,Quality Issue
1573,20041,Quality Issue
1574,20060,Late Delivery
1575,20061,Damaged
1576,20083,Quality Issue
1577,20094,Late Delivery
1578,20098,Damaged
1579,20103,Quality Issue
1580,20104,Wrong Item
1581,20106,Late Delivery
1582,20108,Damaged
1583,20160,Late Delivery
1584,20209,Wrong Item
1585,20241,Damaged
1586,20245,Damaged
1587,20263,Wrong Item
1588,20329,Damaged
1589,20332,Wrong Item
1590,20333,Late Delivery
1591,20345,Late Delivery
1592,20351,Wrong Item
1593,20356,Damaged
1594,20367,Damaged
1595,20394,Wrong Item
1596,20397,Quality Issue
1597,20402,Quality Issue
1598,20406,Damaged
1599,20418,Quality Issue
1600,20438,Wrong Item
1601,20443,Damaged
1602,20447,Wrong Item
1603,20465,Quality Issue
1604,20475,Quality Issue
1605,20482,Late Delivery
1606,20501,Wrong Item
1607,20511,Late Delivery
1608,20527,Wrong Item
1609,20531,Late Delivery
1610,20533,Late Delivery
1611,20562,Damaged
1612,20568,Wrong Item
1613,20591,Damaged
1614,20604,Damaged
1615,20614,Late Delivery
1616,20629,Late Delivery
1617,20630,Quality Issue
1618,20637,Quality Issue
1619,20640,Quality Issue
1620,20663,Damaged
1621,20674,Late Delivery
1622,20678,Damaged
1623,20683,Quality Issue
1624,20698,Wrong Item
1625,20702,Quality Issue
1626,20725,Late Delivery
1627,20731,Late Delivery
1628,20746,Wrong Item
1629,20748,Quality Issue
1630,20757,Wrong Item
1631,20768,Wrong Item
1632,20777,Damaged
1633,20788,Wrong Item
1634,20800,Damaged
1635,20803,Late Delivery
1636,20826,Wrong Item
1637,20836,Quality Issue
1638,20849,Quality Issue
1639,20868,Wrong Item
1640,20870,Damaged
1641,20876,Wrong Item
1642,20917,Late Delivery
1643,20922,Wrong Item
1644,20923,Quality Issue
1645,20933,Damaged
1646,20936,Quality Issue
1647,20965,Quality Issue
1648,20966,Late Delivery
1649,20982,Quality Issue
1650,20985,Late Delivery
1651,20996,Damaged
1652,21001,Late Delivery
1653,21060,Wrong Item
1654,21071,Quality Issue
1655,21076,Late Delivery
1656,21085,Damaged
1657,21101,Wrong Item
1658,21103,Quality Issue
1659,21104,Quality Issue
1660,21120,Quality Issue
1661,21129,Late Delivery
1662,21158,Damaged
1663,21177,Late Delivery
1664,21184,Quality Issue
1665,21210,Damaged
1666,21213,Late Delivery
1667,21217,Late Delivery
1668,21222,Late Delivery
1669,21224,Late Delivery
1670,21228,Wrong Item
1671,21231,Wrong Item
1672,21245,Quality Issue
1673,21246,Damaged
1674,21257,Quality Issue
1675,21258,Quality Issue
1676,21262,Wrong Item
1677,21280,Wrong Item
1678,21286,Late Delivery
1679,21288,Quality Issue
1680,21336,Wrong Item
1681,21341,Late Delivery
1682,21354,Quality Issue
1683,21385,Damaged
1684,21394,Late Delivery
1685,21395,Damaged
1686,21436,Late Delivery
1687,21463,Quality Issue
1688,21478,Damaged
1689,21492,Damaged
1690,21525,Quality Issue
1691,21554,Quality Issue
1692,21569,Quality Issue
1693,21573,Damaged
1694,21576,Late Delivery
1695,21613,Quality Issue
1696,21620,Damaged
1697,21621,Late Delivery
1698,21640,Damaged
1699,21648,Damaged
1700,21688,Quality Issue
1701,21694,Quality Issue
1702,21702,Wrong Item
1703,21717,Late Delivery
1704,21718,Damaged
1705,21743,Late Delivery
1706,21753,Wrong Item
1707,21756,Quality Issue
1708,21776,Wrong Item
1709,21783,Damaged
1710,21790,Late Delivery
1711,21799,Damaged
1712,21820,Wrong Item
1713,21831,Wrong Item
1714,21836,Damaged
1715,21843,Wrong Item
1716,21844,Damaged
1717,21853,Quality Issue
1718,21878,Damaged
1719,21879,Wrong Item
1720,21882,Wrong Item
1721,21899,Wrong Item
1722,21907,Quality Issue
1723,21917,Late Delivery
1724,21920,Quality Issue
1725,21974,Wrong Item
1726,21981,Quality Issue
1727,21982,Quality Issue
1728,21995,Late Delivery
1729,21999,Quality Issue
1730,22003,Late Delivery
1731,22007,Quality Issue
1732,22013,Damaged
1733,22015,Damaged
1734,22016,Quality Issue
1735,22029,Wrong Item
1736,22054,Damaged
1737,22062,Wrong Item
1738,22078,Damaged
1739,22108,Quality Issue
1740,22110,Damaged
1741,22116,Damaged
1742,22119,Late Delivery
1743,22123,Damaged
1744,22128,Quality Issue
1745,22129,Damaged
1746,22138,Damaged
1747,22158,Quality Issue
1748,22171,Wrong Item
1749,22174,Quality Issue
1750,22185,Late Delivery
1751,22195,Damaged
1752,22222,Quality Issue
1753,22235,Quality Issue
1754,22250,Damaged
1755,22265,Late Delivery
1756,22286,Quality Issue
1757,22306,Damaged
1758,22316,Damaged
1759,22330,Damaged
1760,22350,Late Delivery
1761,22356,Quality Issue
1762,22360,Late Delivery
1763,22365,Wrong Item
1764,22368,Late Delivery
1765,22373,Wrong Item
1766,22385,Late Delivery
1767,22386,Late Delivery
1768,22396,Quality Issue
1769,22404,Quality Issue
1770,22411,Damaged
1771,22412,Damaged
1772,22433,Quality Issue
1773,22444,Quality Issue
1774,22452,Wrong Item
1775,22458,Quality Issue
1776,22465,Damaged
1777,22472,Wrong Item
1778,22486,Damaged
1779,22496,Damaged
1780,22510,Wrong Item
1781,22513,Late Delivery
1782,22516,Late Delivery
1783,22520,Wrong Item
1784,22529,Late Delivery
1785,22541,Damaged
1786,22545,Wrong Item
1787,22556,Wrong Item
1788,22565,Late Delivery
1789,22580,Quality Issue
1790,22594,Damaged
1791,22595,Quality Issue
1792,22611,Late Delivery
1793,22630,Quality Issue
1794,22640,Late Delivery
1795,22662,Quality Issue
1796,22676,Quality Issue
1797,22705,Wrong Item
1798,22714,Late Delivery
1799,22719,Wrong Item
1800,22726,Quality Issue
1801,22735,Damaged
1802,22736,Damaged
1803,22747,Damaged
1804,22800,Quality Issue
1805,22828,Late Delivery
1806,22855,Quality Issue
1807,22863,Damaged
1808,22868,Damaged
1809,22870,Quality Issue
1810,22871,Quality Issue
1811,22914,Quality Issue
1812,22918,Late Delivery
1813,22930,Quality Issue
1814,22936,Late Delivery
1815,22960,Damaged
1816,22976,Late Delivery
1817,22982,Damaged
1818,22995,Quality Issue
1819,23020,Quality Issue
1820,23027,Damaged
1821,23048,Damaged
1822,23057,Damaged
1823,23079,Late Delivery
1824,23080,Quality Issue
1825,23099,Wrong Item
1826,23105,Wrong Item
1827,23121,Wrong Item
1828,23131,Quality Issue
1829,23135,Late Delivery
1830,23142,Quality Issue
1831,23161,Quality Issue
1832,23162,Wrong Item
1833,23198,Late Delivery
1834,23203,Wrong Item
1835,23214,Damaged
1836,23229,Wrong Item
1837,23233,Late Delivery
1838,23265,Damaged
1839,23276,Damaged
1840,23279,Late Delivery
1841,23300,Quality Issue
1842,23302,Late Delivery
1843,23305,Wrong Item
1844,23317,Quality Issue
1845,23324,Late Delivery
1846,23326,Quality Issue
1847,23339,Damaged
1848,23340,Damaged
1849,23348,Late Delivery
1850,23382,Damaged
1851,23390,Quality Issue
1852,23416,Damaged
1853,23447,Wrong Item
1854,23455,Damaged
1855,23460,Late Delivery
1856,23476,Damaged
1857,23486,Quality Issue
1858,23507,Wrong Item
1859,23528,Damaged
1860,23551,Damaged
1861,23562,Late Delivery
1862,23563,Wrong Item
1863,23572,Damaged
1864,23578,Late Delivery
1865,23583,Quality Issue
1866,23585,Quality Issue
1867,23639,Wrong Item
1868,23666,Late Delivery
1869,23677,Late Delivery
1870,23686,Wrong Item
1871,23694,Quality Issue
1872,23700,Wrong Item
1873,23703,Quality Issue
1874,23723,Quality Issue
1875,23734,Damaged
1876,23742,Late Delivery
1877,23746,Late Delivery
1878,23749,Late Delivery
1879,23767,Late Delivery
1880,23770,Wrong Item
1881,23775,Late Delivery
1882,23785,Late Delivery
1883,23788,Quality Issue
1884,23809,Damaged
1885,23814,Damaged
1886,23837,Late Delivery
1887,23847,Late Delivery
1888,23882,Late Delivery
1889,23886,Late Delivery
1890,23894,Wrong Item
1891,23895,Quality Issue
1892,23897,Damaged
1893,23912,Damaged
1894,23913,Quality Issue
1895,23916,Late Delivery
1896,23918,Late Delivery
1897,23936,Damaged
1898,23941,Quality Issue
1899,23953,Late Delivery
1900,23992,Quality Issue
1901,23993,Quality Issue
1902,24003,Quality Issue
1903,24008,Wrong Item
1904,24018,Damaged
1905,24049,Damaged
1906,24054,Late Delivery
1907,24073,Wrong Item
1908,24081,Wrong Item
1909,24099,Damaged
1910,24101,Late Delivery
1911,24111,Quality Issue
1912,24123,Quality Issue
1913,24126,Wrong Item
1914,24152,Late Delivery
1915,24156,Quality Issue
1916,24161,Quality Issue
1917,24188,Damaged
1918,24195,Late Delivery
1919,24213,Wrong Item
1920,24250,Late Delivery
1921,24280,Late Delivery
1922,24289,Quality Issue
1923,24296,Damaged
1924,24299,Wrong Item
1925,24304,Late Delivery
1926,24325,Damaged
1927,24336,Quality Issue
1928,24337,Damaged
1929,24342,Late Delivery
1930,24343,Wrong Item
1931,24385,Quality Issue
1932,24390,Wrong Item
1933,24394,Late Delivery
1934,24396,Late Delivery
1935,24416,Quality Issue
1936,24423,Damaged
1937,24456,Late Delivery
1938,24480,Late Delivery
1939,24481,Late Delivery
1940,24484,Wrong Item
1941,24507,Damaged
1942,24534,Late Delivery
1943,24549,Wrong Item
1944,24553,Damaged
1945,24598,Late Delivery
1946,24604,Wrong Item
1947,24623,Damaged
1948,24624,Quality Issue
1949,24631,Quality Issue
1950,24639,Damaged
1951,24649,Quality Issue
1952,24668,Quality Issue
1953,24681,Wrong Item
1954,24684,Wrong Item
1955,24692,Late Delivery
1956,24712,Late Delivery
1957,24722,Late Delivery
1958,24727,Late Delivery
1959,24731,Quality Issue
1960,24735,Wrong Item
1961,24758,Damaged
1962,24777,Damaged
1963,24796,Wrong Item
1964,24806,Damaged
1965,24818,Wrong Item
1966,24826,Wrong Item
1967,24845,Late Delivery
1968,24850,Damaged
1969,24856,Damaged
1970,24860,Wrong Item
1971,24874,Late Delivery
1972,24892,Late Delivery
1973,24896,Late Delivery
1974,24904,Wrong Item
1975,24910,Damaged
1976,24940,Quality Issue
1977,24953,Late Delivery
1978,24958,Quality Issue
1979,24969,Wrong Item
1980,24974,Wrong Item
1981,24981,Quality Issue
1982,24987,Damaged
1983,24996,Quality Issue
1984,24998,Quality Issue
1985,25011,Late Delivery
1986,25015,Late Delivery
1987,25016,Quality Issue
1988,25020,Quality Issue
1989,25046,Damaged
1990,25061,Quality Issue
1991,25062,Wrong Item
1992,25077,Damaged
1993,25080,Quality Issue
1994,25083,Quality Issue
1995,25089,Late Delivery
1996,25112,Damaged
1997,25170,Wrong Item
1998,25172,Wrong Item
1999,25198,Late Delivery
2000,25200,Damaged
2001,25210,Wrong Item
2002,25226,Wrong Item
2003,25229,Wrong Item
2004,25232,Damaged
2005,25235,Wrong Item
2006,25238,Quality Issue
2007,25253,Wrong Item
2008,25302,Damaged
2009,25315,Late Delivery
2010,25341,Wrong Item
2011,25345,Late Delivery
2012,25359,Late Delivery
2013,25388,Wrong Item
2014,25428,Damaged
2015,25433,Late Delivery
2016,25440,Damaged
2017,25449,Quality Issue
2018,25480,Damaged
2019,25502,Wrong Item
2020,25507,Wrong Item
2021,25511,Wrong Item
2022,25513,Late Delivery
2023,25522,Late Delivery
2024,25544,Wrong Item
2025,25561,Quality Issue
2026,25573,Late Delivery
2027,25577,Wrong Item
2028,25595,Wrong Item
2029,25598,Late Delivery
2030,25621,Quality Issue
2031,25651,Wrong Item
2032,25659,Late Delivery
2033,25677,Wrong Item
2034,25711,Quality Issue
2035,25722,Wrong Item
2036,25730,Wrong Item
2037,25731,Damaged
2038,25738,Late Delivery
2039,25748,Wrong Item
2040,25766,Wrong Item
2041,25778,Damaged
2042,25780,Late Delivery
2043,25782,Quality Issue
2044,25789,Late Delivery
2045,25796,Quality Issue
2046,25800,Wrong Item
2047,25801,Wrong Item
2048,25823,Damaged
2049,25825,Late Delivery
2050,25831,Late Delivery
2051,25846,Late Delivery
2052,25858,Quality Issue
2053,25860,Damaged
2054,25868,Late Delivery
2055,25871,Late Delivery
2056,25872,Damaged
2057,25889,Late Delivery
2058,25905,Quality Issue
2059,25906,Quality Issue
2060,25911,Wrong Item
2061,25916,Wrong Item
2062,25924,Late Delivery
2063,25929,Wrong Item
2064,25941,Late Delivery
2065,25948,Wrong Item
2066,25960,Wrong Item
2067,25968,Late Delivery
2068,25969,Damaged
2069,25979,Wrong Item
2070,25987,Late Delivery
2071,25990,Damaged
2072,26019,Late Delivery
2073,26025,Wrong Item
2074,26038,Wrong Item
2075,26051,Quality Issue
2076,26055,Late Delivery
2077,26057,Damaged
2078,26064,Wrong Item
2079,26094,Late Delivery
2080,26097,Wrong Item
2081,26119,Late Delivery
2082,26123,Quality Issue
2083,26147,Late Delivery
2084,26149,Quality Issue
2085,26169,Late Delivery
2086,26174,Damaged
2087,26185,Damaged
2088,26195,Damaged
2089,26199,Late Delivery
2090,26203,Damaged
2091,26204,Wrong Item
2092,26209,Damaged
2093,26235,Wrong Item
2094,26239,Quality Issue
2095,26247,Late Delivery
2096,26258,Quality Issue
2097,26290,Late Delivery
2098,26299,Quality Issue
2099,26300,Damaged
2100,26316,Late Delivery
2101,26334,Quality Issue
2102,26360,Wrong Item
2103,26381,Wrong Item
2104,26400,Quality Issue
2105,26403,Wrong Item
2106,26425,Quality Issue
2107,26447,Quality Issue
2108,26463,Late Delivery
2109,26465,Damaged
2110,26472,Late Delivery
2111,26491,Quality Issue
2112,26509,Quality Issue
2113,26523,Wrong Item
2114,26526,Late Delivery
2115,26530,Quality Issue
2116,26536,Wrong Item
2117,26539,Late Delivery
2118,26552,Wrong Item
2119,26571,Wrong Item
2120,26574,Wrong Item
2121,26576,Wrong Item
2122,26581,Quality Issue
2123,26598,Late Delivery
2124,26609,Damaged
2125,26611,Quality Issue
2126,26618,Damaged
2127,26620,Late Delivery
2128,26630,Wrong Item
2129,26642,Quality Issue
2130,26660,Wrong Item
2131,26661,Wrong Item
2132,26664,Damaged
2133,26677,Damaged
2134,26691,Late Delivery
2135,26705,Damaged
2136,26712,Wrong Item
2137,26720,Damaged
2138,26722,Late Delivery
2139,26743,Wrong Item
2140,26761,Damaged
2141,26786,Late Delivery
2142,26787,Late Delivery
2143,26796,Late Delivery
2144,26819,Damaged
2145,26853,Quality Issue
2146,26880,Damaged
2147,26903,Late Delivery
2148,26916,Quality Issue
2149,26943,Wrong Item
2150,26950,Damaged
2151,26952,Late Delivery
2152,26970,Quality Issue
2153,26985,Wrong Item
2154,27013,Damaged
2155,27014,Late Delivery
2156,27021,Quality Issue
2157,27036,Quality Issue
2158,27039,Late Delivery
2159,27052,Damaged
2160,27069,Damaged
2161,27076,Quality Issue
2162,27084,Late Delivery
2163,27095,Late Delivery
2164,27109,Late Delivery
2165,27117,Late Delivery
2166,27124,Damaged
2167,27125,Quality Issue
2168,27128,Quality Issue
2169,27135,Damaged
2170,27138,Quality Issue
2171,27153,Wrong Item
2172,27154,Late Delivery
2173,27159,Wrong Item
2174,27167,Quality Issue
2175,27195,Quality Issue
2176,27213,Quality Issue
2177,27232,Wrong Item
2178,27237,Wrong Item
2179,27248,Damaged
2180,27274,Wrong Item
2181,27275,Damaged
2182,27276,Damaged
2183,27296,Damaged
2184,27298,Damaged
2185,27304,Damaged
2186,27320,Quality Issue
2187,27322,Quality Issue
2188,27324,Wrong Item
2189,27332,Damaged
2190,27335,Wrong Item
2191,27366,Wrong Item
2192,27373,Damaged
2193,27378,Late Delivery
2194,27422,Damaged
2195,27430,Quality Issue
2196,27444,Wrong Item
2197,27460,Wrong Item
2198,27465,Late Delivery
2199,27486,Quality Issue
2200,27497,Late Delivery
2201,27498,Quality Issue
2202,27514,Late Delivery
2203,27527,Quality Issue
2204,27550,Damaged
2205,27556,Late Delivery
2206,27561,Late Delivery
2207,27564,Wrong Item
2208,27612,Wrong Item
2209,27620,Wrong Item
2210,27622,Wrong Item
2211,27636,Late Delivery
2212,27654,Late Delivery
2213,27660,Damaged
2214,27662,Late Delivery
2215,27674,Late Delivery
2216,27690,Quality Issue
2217,27701,Late Delivery
2218,27710,Wrong Item
2219,27722,Quality Issue
2220,27730,Damaged
2221,27753,Quality Issue
2222,27814,Late Delivery
2223,27829,Wrong Item
2224,27831,Quality Issue
2225,27832,Quality Issue
2226,27837,Wrong Item
2227,27864,Late Delivery
2228,27872,Wrong Item
2229,27873,Wrong Item
2230,27874,Damaged
2231,27880,Late Delivery
2232,27921,Wrong Item
2233,27949,Wrong Item
2234,27955,Damaged
2235,27974,Damaged
2236,27986,Wrong Item
2237,27998,Late Delivery
2238,28023,Late Delivery
2239,28029,Quality Issue
2240,28031,Damaged
2241,28046,Wrong Item
2242,28057,Wrong Item
2243,28058,Late Delivery
2244,28060,Wrong Item
2245,28074,Damaged
2246,28093,Damaged
2247,28094,Late Delivery
2248,28123,Wrong Item
2249,28129,Wrong Item
2250,28139,Quality Issue
2251,28148,Damaged
2252,28160,Late Delivery
2253,28171,Wrong Item
2254,28173,Damaged
2255,28177,Damaged
2256,28179,Wrong Item
2257,28189,Late Delivery
2258,28194,Damaged
2259,28197,Wrong Item
2260,28200,Damaged
2261,28210,Late Delivery
2262,28214,Wrong Item
2263,28227,Late Delivery
2264,28245,Late Delivery
2265,28250,Late Delivery
2266,28266,Damaged
2267,28278,Quality Issue
2268,28313,Quality Issue
2269,28316,Damaged
2270,28350,Quality Issue
2271,28366,Wrong Item
2272,28370,Late Delivery
2273,28383,Wrong Item
2274,28392,Damaged
2275,28395,Late Delivery
2276,28399,Quality Issue
2277,28401,Quality Issue
2278,28409,Quality Issue
2279,28414,Late Delivery
2280,28419,Wrong Item
2281,28420,Quality Issue
2282,28427,Late Delivery
2283,28446,Quality Issue
2284,28463,Damaged
2285,28471,Damaged
2286,28478,Wrong Item
2287,28507,Late Delivery
2288,28508,Wrong Item
2289,28520,Damaged
2290,28537,Damaged
2291,28544,Quality Issue
2292,28546,Damaged
2293,28569,Wrong Item
2294,28582,Quality Issue
2295,28583,Late Delivery
2296,28589,Wrong Item
2297,28592,Late Delivery
2298,28594,Quality Issue
2299,28602,Quality Issue
2300,28617,Late Delivery
2301,28673,Damaged
2302,28683,Damaged
2303,28705,Quality Issue
2304,28720,Wrong Item
2305,28741,Wrong Item
2306,28742,Damaged
2307,28744,Wrong Item
2308,28756,Quality Issue
2309,28773,Damaged
2310,28782,Quality Issue
2311,28802,Damaged
2312,28837,Late Delivery
2313,28846,Late Delivery
2314,28876,Quality Issue
2315,28877,Late Delivery
2316,28896,Damaged
2317,28902,Damaged
2318,28913,Wrong Item
2319,28914,Wrong Item
2320,28920,Damaged
2321,28921,Wrong Item
